,formula,ionConv,eleConv,fenergy(ev),nofsA,nofsB,nofsC,H,H_per,ratioA,ratioB,ratioC
168,Ti1 V1 Cu3,TRUE,TRUE,-27.03707636 eV,1,1,3,0.5041105600000009,0.10082211200000017,0.2,0.2,0.6
169,Ti2 V1 Cu3,TRUE,TRUE,-35.19630105 eV,2,1,3,0.032994529999999855,0.005499088333333309,0.3333,0.1667,0.5
170,Ti1 V3 Cu1,TRUE,TRUE,-37.81036426 eV,1,3,1,0.35571382000000495,0.071142764000001,0.2,0.6,0.2
171,Ti2 V3 Cu1,TRUE,TRUE,-45.69815416 eV,2,3,1,0.15603258000000464,0.026005430000000773,0.3333,0.5,0.1667
172,Ti3 V1 Cu2,TRUE,TRUE,-39.39894687 eV,3,1,2,-0.11670080000000294,-0.019450133333333824,0.5,0.1667,0.3333
173,Ti1 V2 Cu1,TRUE,TRUE,-28.59558454 eV,1,2,1,0.6228897900000017,0.15572244750000042,0.25,0.5,0.25
174,Ti2 V2 Cu1,TRUE,TRUE,-36.82814039 eV,2,2,1,0.07844260000000203,0.015688520000000407,0.4,0.4,0.2
175,Ti2 V1 Cu3,TRUE,TRUE,-34.88059177 eV,2,1,3,0.34870380999999995,0.058117301666666656,0.3333,0.1667,0.5
176,Ti1 V4 Cu1,TRUE,TRUE,-47.05769495 eV,1,4,1,0.05598688000000207,0.009331146666667012,0.1667,0.6667,0.1667
177,Ti1 V3 Cu2,TRUE,TRUE,-41.34789073 eV,1,3,2,0.4533455199999983,0.07555758666666638,0.1667,0.5,0.3333
178,Ti1 V2 Cu3,TRUE,TRUE,-36.45023668 eV,1,2,3,0.038553989999998706,0.006425664999999785,0.1667,0.3333,0.5
179,Ti1 V2 Cu3,TRUE,TRUE,-36.15964748 eV,1,2,3,0.32914319000000525,0.05485719833333421,0.1667,0.3333,0.5
180,Ti3 V2 Cu1,TRUE,TRUE,-44.05074714 eV,3,2,1,0.5439445100000024,0.09065741833333374,0.5,0.3333,0.1667
181,Ti3 V1 Cu2,TRUE,TRUE,-39.11398536 eV,3,1,2,0.16826070999999931,0.028043451666666552,0.5,0.1667,0.3333
182,Ti3 V1 Cu2,FALSE,TRUE,-38.37748381 eV,3,1,2,0.9047622599999992,0.15079370999999986,0.5,0.1667,0.3333
183,Ti2 V1 Cu2,TRUE,TRUE,-32.24050047 eV,2,1,2,-0.6463630599999979,-0.12927261199999956,0.4,0.2,0.4
184,Ti1 V2 Cu2,TRUE,TRUE,-32.37412435 eV,1,2,2,0.47950815,0.09590163,0.2,0.4,0.4
185,Ti1 V3 Cu2,TRUE,TRUE,-41.22185892 eV,1,3,2,0.5793773299999989,0.09656288833333315,0.1667,0.5,0.3333
186,Ti2 V1 Cu1,TRUE,TRUE,-28.03665865 eV,2,1,1,-0.07767940999999867,-0.019419852499999668,0.5,0.25,0.25
187,Ti2 V1 Cu1,TRUE,TRUE,-27.49338522 eV,2,1,1,0.4655940200000006,0.11639850500000015,0.5,0.25,0.25
188,Ti2 V1 Cu1,TRUE,TRUE,-27.75062585 eV,2,1,1,0.2083533900000023,0.052088347500000576,0.5,0.25,0.25
189,Ti3 V2 Cu1,TRUE,TRUE,-44.33770716 eV,3,2,1,0.25698449000000023,0.04283074833333337,0.5,0.3333,0.1667
190,Ti2 V2 Cu1,TRUE,TRUE,-37.38920764 eV,2,2,1,-0.48262464999999866,-0.09652492999999973,0.4,0.4,0.2
191,Ti1 V3 Cu2,TRUE,TRUE,-41.2551542 eV,1,3,2,0.5460820500000017,0.09101367500000028,0.1667,0.5,0.3333
192,Ti1 V1 Cu2,TRUE,TRUE,-23.51084869 eV,1,1,2,0.39518006000000216,0.09879501500000054,0.25,0.25,0.5
193,Ti3 V1 Cu1,TRUE,TRUE,-35.44758389 eV,3,1,1,0.19950401000000317,0.03990080200000064,0.6,0.2,0.2
194,Ti3 V1 Cu2,FALSE,TRUE,-39.78924836 eV,3,1,2,-0.5070022900000017,-0.08450038166666696,0.5,0.1667,0.3333
195,Ti4 V1 Cu1,FALSE,TRUE,-43.11368725 eV,4,1,1,0.22150931000000318,0.03691821833333386,0.6667,0.1667,0.1667
196,Ti1 V2 Cu3,TRUE,TRUE,-35.75583841 eV,1,2,3,0.7329522599999994,0.12215870999999989,0.1667,0.3333,0.5
197,Ti3 V2 Cu1,TRUE,TRUE,-44.26880008 eV,3,2,1,0.3258915700000027,0.054315261666667114,0.5,0.3333,0.1667
198,Ti1 V3 Cu2,FALSE,TRUE,-41.90919031 eV,1,3,2,-0.10795405999999819,-0.017992343333333032,0.1667,0.5,0.3333
199,Ti1 V1 Cu4,FALSE,TRUE,-31.51359047 eV,1,1,4,-0.3372453799999988,-0.056207563333333134,0.1667,0.1667,0.6667
200,Ti2 V1 Cu3,TRUE,TRUE,-34.77214811 eV,2,1,3,0.4571474699999989,0.07619124499999981,0.3333,0.1667,0.5
201,Ti3 V2 Cu1,TRUE,TRUE,-44.48525201 eV,3,2,1,0.1094396399999975,0.018239939999999583,0.5,0.3333,0.1667
202,Ti1 V2 Cu3,TRUE,TRUE,-36.29926613 eV,1,2,3,0.18952454000000252,0.03158742333333375,0.1667,0.3333,0.5
203,Ti2 V2 Cu2,TRUE,TRUE,-40.40330968 eV,2,2,2,0.13843148000000394,0.02307191333333399,0.3333,0.3333,0.3333
204,Ti1 V3 Cu2,TRUE,TRUE,-41.23168884 eV,1,3,2,0.5695474100000046,0.09492456833333411,0.1667,0.5,0.3333
205,Ti2 V1 Cu3,TRUE,TRUE,-34.80703424 eV,2,1,3,0.42226134000000215,0.07037689000000036,0.3333,0.1667,0.5
206,Ti1 V2 Cu2,TRUE,TRUE,-32.43362135 eV,1,2,2,0.42001114999999967,0.08400222999999993,0.2,0.4,0.4
207,Ti1 V2 Cu1,TRUE,TRUE,-28.40523836 eV,1,2,1,0.813235970000004,0.203308992500001,0.25,0.5,0.25
208,Ti1 V3 Cu2,TRUE,TRUE,-41.6592876 eV,1,3,2,0.14194865000000245,0.023658108333333743,0.1667,0.5,0.3333
209,Ti1 V2 Cu2,TRUE,TRUE,-32.58292019 eV,1,2,2,0.2707123099999995,0.054142461999999905,0.2,0.4,0.4
210,Ti1 V2 Cu3,TRUE,TRUE,-35.82723256 eV,1,2,3,0.6615581100000032,0.11025968500000054,0.1667,0.3333,0.5
211,Ti1 V2 Cu3,TRUE,TRUE,-36.08761482 eV,1,2,3,0.4011758500000031,0.06686264166666718,0.1667,0.3333,0.5
212,Ti2 V1 Cu3,TRUE,TRUE,-35.14653638 eV,2,1,3,0.0827592000000017,0.013793200000000283,0.3333,0.1667,0.5
213,Ti3 V2 Cu1,TRUE,TRUE,-44.47904355 eV,3,2,1,0.11564810000000092,0.019274683333333487,0.5,0.3333,0.1667
214,Ti2 V2 Cu2,TRUE,TRUE,-40.20468006 eV,2,2,2,0.33706110000000233,0.05617685000000039,0.3333,0.3333,0.3333
215,Ti3 V1 Cu2,TRUE,TRUE,-39.22614917 eV,3,1,2,0.05609690000000089,0.009349483333333483,0.5,0.1667,0.3333
216,Ti2 V2 Cu2,TRUE,TRUE,-39.99812648 eV,2,2,2,0.5436146800000001,0.09060244666666668,0.3333,0.3333,0.3333
217,Ti1 V3 Cu2,TRUE,TRUE,-41.70857993 eV,1,3,2,0.09265632000000235,0.01544272000000039,0.1667,0.5,0.3333
218,Ti1 V1 Cu4,FALSE,TRUE,-31.56079316 eV,1,1,4,-0.3844480699999977,-0.06407467833333295,0.1667,0.1667,0.6667
219,Ti3 V2 Cu1,TRUE,TRUE,-44.57384975 eV,3,2,1,0.02084190000000019,0.0034736500000000317,0.5,0.3333,0.1667
220,Ti2 V2 Cu2,TRUE,TRUE,-40.30492921 eV,2,2,2,0.2368119500000061,0.03946865833333435,0.3333,0.3333,0.3333
221,Ti3 V1 Cu2,TRUE,TRUE,-38.90423028 eV,3,1,2,0.3780157900000001,0.06300263166666668,0.5,0.1667,0.3333
222,Ti3 V1 Cu2,TRUE,TRUE,-38.97431933 eV,3,1,2,0.3079267400000001,0.05132112333333335,0.5,0.1667,0.3333
223,Ti3 V2 Cu1,TRUE,TRUE,-44.41532872 eV,3,2,1,0.17936293000000303,0.02989382166666717,0.5,0.3333,0.1667
224,Ti2 V2 Cu2,TRUE,TRUE,-40.18617035 eV,2,2,2,0.3555708100000059,0.05926180166666765,0.3333,0.3333,0.3333
225,Ti1 V2 Cu1,TRUE,TRUE,-28.86948143 eV,1,2,1,0.34899290000000205,0.08724822500000051,0.25,0.5,0.25
226,Ti3 V1 Cu1,TRUE,TRUE,-35.69882658 eV,3,1,1,-0.051738680000001924,-0.010347736000000385,0.6,0.2,0.2
227,Ti1 V3 Cu1,TRUE,TRUE,-38.23988485 eV,1,3,1,-0.0738067699999978,-0.01476135399999956,0.2,0.6,0.2
228,Ti2 V3 Cu1,TRUE,TRUE,-45.69219075 eV,2,3,1,0.1619959900000043,0.026999331666667386,0.3333,0.5,0.1667
229,Ti2 V2 Cu2,TRUE,TRUE,-40.72614924 eV,2,2,2,-0.18440807999999453,-0.030734679999999088,0.3333,0.3333,0.3333
230,Ti2 V2 Cu2,FALSE,TRUE,-40.98695314 eV,2,2,2,-0.4452119799999936,-0.0742019966666656,0.3333,0.3333,0.3333
231,Ti3 V2 Cu1,TRUE,TRUE,-44.28148756 eV,3,2,1,0.3132040899999988,0.05220068166666647,0.5,0.3333,0.1667
232,Ti2 V2 Cu2,TRUE,TRUE,-40.19254801 eV,2,2,2,0.3491931500000005,0.058198858333333416,0.3333,0.3333,0.3333
233,Ti2 V3 Cu1,TRUE,TRUE,-45.37406098 eV,2,3,1,0.48012576000000307,0.08002096000000052,0.3333,0.5,0.1667
234,Ti2 V3 Cu1,TRUE,TRUE,-45.49683771 eV,2,3,1,0.35734903000000484,0.05955817166666747,0.3333,0.5,0.1667
235,Ti3 V1 Cu2,TRUE,TRUE,-39.10617983 eV,3,1,2,0.17606623999999815,0.029344373333333024,0.5,0.1667,0.3333
236,Ti2 V2 Cu2,TRUE,TRUE,-40.60907077 eV,2,2,2,-0.06732960999999893,-0.011221601666666489,0.3333,0.3333,0.3333
237,Ti3 V2 Cu1,TRUE,TRUE,-44.62317466 eV,3,2,1,-0.028483009999995534,-0.004747168333332589,0.5,0.3333,0.1667
238,Ti1 V3 Cu1,TRUE,TRUE,-37.99306016 eV,1,3,1,0.17301792000000615,0.03460358400000123,0.2,0.6,0.2
239,Ti1 V2 Cu3,TRUE,TRUE,-35.49313837 eV,1,2,3,0.995652300000005,0.16594205000000084,0.1667,0.3333,0.5
240,Ti3 V2 Cu1,TRUE,TRUE,-44.53711114 eV,3,2,1,0.05758051000000064,0.009596751666666773,0.5,0.3333,0.1667
241,Ti1 V2 Cu3,TRUE,TRUE,-36.1083297 eV,1,2,3,0.38046097000000323,0.0634101616666672,0.1667,0.3333,0.5
242,Ti1 V2 Cu3,TRUE,TRUE,-36.26092429 eV,1,2,3,0.2278663800000036,0.0379777300000006,0.1667,0.3333,0.5
243,Ti1 V3 Cu2,TRUE,TRUE,-41.39481158 eV,1,3,2,0.40642466999999893,0.06773744499999983,0.1667,0.5,0.3333
244,Ti1 V1 Cu4,TRUE,TRUE,-30.74258783 eV,1,1,4,0.43375726000000014,0.07229287666666669,0.1667,0.1667,0.6667
245,Ti3 V1 Cu2,FALSE,TRUE,-38.47323252 eV,3,1,2,0.8090135499999969,0.13483559166666614,0.5,0.1667,0.3333
246,Ti3 V2 Cu1,TRUE,TRUE,-43.93496078 eV,3,2,1,0.6597308700000037,0.10995514500000063,0.5,0.3333,0.1667
247,Ti3 V1 Cu2,TRUE,TRUE,-38.39541582 eV,3,1,2,0.8868302500000036,0.14780504166666728,0.5,0.1667,0.3333
248,Ti2 V3 Cu1,TRUE,TRUE,-45.62488144 eV,2,3,1,0.22930530000000315,0.03821755000000052,0.3333,0.5,0.1667
249,Ti2 V1 Cu3,FALSE,TRUE,-35.27037195 eV,2,1,3,-0.04107636999999542,-0.0068460616666659035,0.3333,0.1667,0.5
250,Ti2 V2 Cu2,TRUE,TRUE,-39.89806034 eV,2,2,2,0.6436808200000028,0.10728013666666714,0.3333,0.3333,0.3333
251,Ti1 V4 Cu1,TRUE,TRUE,-46.81251897 eV,1,4,1,0.30116286000000114,0.05019381000000019,0.1667,0.6667,0.1667
252,Ti1 V2 Cu3,TRUE,TRUE,-35.93630483 eV,1,2,3,0.5524858400000046,0.09208097333333409,0.1667,0.3333,0.5
253,Ti4 V1 Cu1,TRUE,TRUE,-43.22941816 eV,4,1,1,0.10577839999999972,0.017629733333333286,0.6667,0.1667,0.1667
254,Ti4 V1 Cu1,TRUE,TRUE,-43.52536017 eV,4,1,1,-0.1901636099999977,-0.03169393499999962,0.6667,0.1667,0.1667
255,Ti2 V1 Cu2,TRUE,TRUE,-31.54714733 eV,2,1,2,0.04699008000000138,0.009398016000000276,0.4,0.2,0.4
256,Ti2 V3 Cu1,TRUE,TRUE,-45.75479243 eV,2,3,1,0.0993943100000041,0.016565718333334017,0.3333,0.5,0.1667
257,Ti2 V3 Cu1,TRUE,TRUE,-45.41831416 eV,2,3,1,0.43587258000000473,0.07264543000000079,0.3333,0.5,0.1667
258,Ti2 V1 Cu3,TRUE,TRUE,-34.9235607 eV,2,1,3,0.30573487999999927,0.05095581333333321,0.3333,0.1667,0.5
259,Ti2 V1 Cu2,TRUE,TRUE,-31.54059498 eV,2,1,2,0.05354243000000114,0.010708486000000229,0.4,0.2,0.4
260,Ti3 V2 Cu1,TRUE,TRUE,-44.3946018 eV,3,2,1,0.20008985000000434,0.033348308333334055,0.5,0.3333,0.1667
261,Ti2 V1 Cu3,FALSE,TRUE,-35.27277049 eV,2,1,3,-0.043474909999996925,-0.007245818333332821,0.3333,0.1667,0.5
262,Ti3 V2 Cu1,TRUE,TRUE,-44.01502838 eV,3,2,1,0.5796632700000042,0.0966105450000007,0.5,0.3333,0.1667
263,Ti3 V1 Cu2,FALSE,TRUE,-39.5489455 eV,3,1,2,-0.26669943000000185,-0.04444990500000031,0.5,0.1667,0.3333
264,Ti2 V1 Cu3,FALSE,TRUE,-35.12483136 eV,2,1,3,0.10446422000000055,0.017410703333333426,0.3333,0.1667,0.5
265,Ti3 V1 Cu2,TRUE,TRUE,-39.21943925 eV,3,1,2,0.0628068199999996,0.010467803333333267,0.5,0.1667,0.3333
266,Ti1 V2 Cu3,TRUE,TRUE,-36.21428545 eV,1,2,3,0.27450522000000355,0.04575087000000059,0.1667,0.3333,0.5
267,Ti1 V3 Cu2,FALSE,TRUE,-41.48060085 eV,1,3,2,0.32063539999999957,0.05343923333333326,0.1667,0.5,0.3333
268,Ti3 V1 Cu2,TRUE,TRUE,-39.51464248 eV,3,1,2,-0.2323964099999989,-0.03873273499999982,0.5,0.1667,0.3333
269,Ti1 V3 Cu2,TRUE,TRUE,-41.58657939 eV,1,3,2,0.21465686000000428,0.035776143333334044,0.1667,0.5,0.3333
270,Ti3 V2 Cu1,FALSE,TRUE,-44.30396551 eV,3,2,1,0.2907261400000034,0.04845435666666723,0.5,0.3333,0.1667
271,Ti3 V1 Cu2,TRUE,TRUE,-38.71808348 eV,3,1,2,0.5641625900000031,0.09402709833333385,0.5,0.1667,0.3333
272,Ti2 V2 Cu1,TRUE,TRUE,-36.88020097 eV,2,2,1,0.026382020000006445,0.005276404000001289,0.4,0.4,0.2
273,Ti1 V4 Cu1,TRUE,TRUE,-46.9696568 eV,1,4,1,0.14402502999999767,0.02400417166666628,0.1667,0.6667,0.1667
274,Ti2 V2 Cu2,TRUE,TRUE,-40.32021502 eV,2,2,2,0.22152614000000437,0.03692102333333406,0.3333,0.3333,0.3333
275,Ti4 V1 Cu1,FALSE,TRUE,-42.97509509 eV,4,1,1,0.3601014699999978,0.060016911666666305,0.6667,0.1667,0.1667
276,Ti2 V2 Cu2,TRUE,TRUE,-40.22029075 eV,2,2,2,0.32145041000000685,0.053575068333334475,0.3333,0.3333,0.3333
277,Ti2 V3 Cu1,TRUE,TRUE,-45.57592997 eV,2,3,1,0.2782567700000089,0.04637612833333482,0.3333,0.5,0.1667
278,Ti1 V1 Cu4,TRUE,TRUE,-30.94232451 eV,1,1,4,0.2340205800000028,0.03900343000000047,0.1667,0.1667,0.6667
279,Ti1 V1 Cu3,TRUE,TRUE,-27.32324499 eV,1,1,3,0.21794193000000206,0.04358838600000041,0.2,0.2,0.6
280,Ti4 V1 Cu1,TRUE,TRUE,-43.67160186 eV,4,1,1,-0.33640530000000135,-0.05606755000000022,0.6667,0.1667,0.1667
281,Ti4 V1 Cu1,FALSE,TRUE,-43.34896124 eV,4,1,1,-0.013764679999999974,-0.002294113333333329,0.6667,0.1667,0.1667
282,Ti1 V2 Cu3,TRUE,TRUE,-35.7508725 eV,1,2,3,0.7379181700000021,0.12298636166666703,0.1667,0.3333,0.5
283,Ti2 V1 Cu1,FALSE,TRUE,-27.73454265 eV,2,1,1,0.22443658999999938,0.056109147499999845,0.5,0.25,0.25
284,Ti1 V1 Cu4,TRUE,TRUE,-30.69209985 eV,1,1,4,0.4842452399999999,0.08070753999999998,0.1667,0.1667,0.6667
285,Ti2 V2 Cu2,TRUE,TRUE,-40.59429096 eV,2,2,2,-0.05254979999999865,-0.008758299999999775,0.3333,0.3333,0.3333
286,Ti2 V1 Cu3,TRUE,TRUE,-35.46786211 eV,2,1,3,-0.2385665299999964,-0.03976108833333273,0.3333,0.1667,0.5
287,Ti2 V3 Cu1,TRUE,TRUE,-45.91333848 eV,2,3,1,-0.059151739999994124,-0.009858623333332353,0.3333,0.5,0.1667
288,Ti2 V2 Cu2,TRUE,TRUE,-40.61855306 eV,2,2,2,-0.07681190000000004,-0.012801983333333341,0.3333,0.3333,0.3333
289,Ti3 V1 Cu1,TRUE,TRUE,-35.62887343 eV,3,1,1,0.018214470000001537,0.0036428940000003073,0.6,0.2,0.2
290,Ti2 V3 Cu1,TRUE,TRUE,-45.3652792 eV,2,3,1,0.4889075400000027,0.08148459000000045,0.3333,0.5,0.1667
291,Ti2 V2 Cu2,TRUE,TRUE,-40.37632353 eV,2,2,2,0.16541763000000298,0.027569605000000497,0.3333,0.3333,0.3333
292,Ti2 V3 Cu1,TRUE,TRUE,-45.67945754 eV,2,3,1,0.1747292000000047,0.029121533333334115,0.3333,0.5,0.1667
293,Ti3 V2 Cu1,TRUE,TRUE,-44.43436331 eV,3,2,1,0.16032833999999907,0.026721389999999845,0.5,0.3333,0.1667
294,Ti2 V2 Cu2,TRUE,TRUE,-40.19161214 eV,2,2,2,0.3501290200000069,0.05835483666666782,0.3333,0.3333,0.3333
295,Ti1 V2 Cu3,TRUE,TRUE,-35.56290915 eV,1,2,3,0.925881519999999,0.1543135866666665,0.1667,0.3333,0.5
296,Ti2 V3 Cu1,TRUE,TRUE,-45.67574342 eV,2,3,1,0.17844332000000263,0.02974055333333377,0.3333,0.5,0.1667
297,Ti2 V1 Cu1,TRUE,TRUE,-27.88080541 eV,2,1,1,0.07817383000000033,0.019543457500000083,0.5,0.25,0.25
298,Ti2 V2 Cu2,FALSE,TRUE,-40.45974302 eV,2,2,2,0.08199814000000583,0.013666356666667637,0.3333,0.3333,0.3333
299,Ti2 V1 Cu3,FALSE,TRUE,-34.97377084 eV,2,1,3,0.255524740000002,0.042587456666667,0.3333,0.1667,0.5
300,Ti3 V2 Cu1,TRUE,TRUE,-44.44202703 eV,3,2,1,0.15266462000000258,0.025444103333333763,0.5,0.3333,0.1667
301,Ti2 V1 Cu2,TRUE,TRUE,-31.53280347 eV,2,1,2,0.061333939999998144,0.01226678799999963,0.4,0.2,0.4
302,Ti2 V2 Cu2,FALSE,TRUE,-40.60828474 eV,2,2,2,-0.06654357999999849,-0.011090596666666416,0.3333,0.3333,0.3333
303,Ti2 V2 Cu2,TRUE,TRUE,-40.11641187 eV,2,2,2,0.4253292900000032,0.07088821500000053,0.3333,0.3333,0.3333
304,Ti4 V1 Cu1,FALSE,TRUE,-43.0471716 eV,4,1,1,0.28802496000000266,0.04800416000000044,0.6667,0.1667,0.1667
305,Ti1 V3 Cu2,TRUE,TRUE,-40.77866438 eV,1,3,2,1.0225718699999993,0.17042864499999988,0.1667,0.5,0.3333
306,Ti2 V2 Cu2,TRUE,TRUE,-40.1542048 eV,2,2,2,0.38753636000000125,0.06458939333333354,0.3333,0.3333,0.3333
307,Ti3 V1 Cu2,TRUE,TRUE,-38.90764902 eV,3,1,2,0.3745970499999993,0.06243284166666655,0.5,0.1667,0.3333
308,Ti2 V1 Cu2,TRUE,TRUE,-31.48345237 eV,2,1,2,0.11068504000000079,0.02213700800000016,0.4,0.2,0.4
309,Ti1 V3 Cu2,TRUE,TRUE,-41.43264802 eV,1,3,2,0.3685882299999994,0.06143137166666657,0.1667,0.5,0.3333
310,Ti2 V2 Cu2,FALSE,TRUE,-40.24240008 eV,2,2,2,0.2993410800000005,0.04989018000000008,0.3333,0.3333,0.3333
311,Ti3 V1 Cu2,TRUE,TRUE,-38.82229663 eV,3,1,2,0.4599494400000035,0.07665824000000059,0.5,0.1667,0.3333
312,Ti3 V1 Cu2,FALSE,TRUE,-39.22686589 eV,3,1,2,0.05538018000000111,0.009230030000000186,0.5,0.1667,0.3333
313,Ti3 V1 Cu2,TRUE,TRUE,-39.1911624 eV,3,1,2,0.09108366999999706,0.015180611666666177,0.5,0.1667,0.3333
314,Ti2 V3 Cu1,FALSE,TRUE,-45.46028365 eV,2,3,1,0.3939030900000051,0.06565051500000085,0.3333,0.5,0.1667
315,Ti2 V2 Cu2,TRUE,TRUE,-40.65797559 eV,2,2,2,-0.116234429999996,-0.019372404999999333,0.3333,0.3333,0.3333
316,Ti1 V3 Cu2,TRUE,TRUE,-41.44916566 eV,1,3,2,0.35207059000000296,0.05867843166666716,0.1667,0.5,0.3333
317,Ti1 V3 Cu2,TRUE,TRUE,-41.43456315 eV,1,3,2,0.366673099999999,0.06111218333333316,0.1667,0.5,0.3333
318,Ti3 V1 Cu2,TRUE,TRUE,-39.11631564 eV,3,1,2,0.16593042999999685,0.027655071666666142,0.5,0.1667,0.3333
319,Ti2 V2 Cu2,TRUE,TRUE,-40.39702462 eV,2,2,2,0.14471654000000012,0.02411942333333335,0.3333,0.3333,0.3333
320,Ti1 V4 Cu1,TRUE,TRUE,-47.064699 eV,1,4,1,0.04898283000000303,0.008163805000000504,0.1667,0.6667,0.1667
321,Ti1 V2 Cu1,TRUE,TRUE,-29.27221829 eV,1,2,1,-0.053743959999998925,-0.013435989999999731,0.25,0.5,0.25
322,Ti2 V2 Cu2,TRUE,TRUE,-39.75853987 eV,2,2,2,0.7832012900000036,0.13053354833333394,0.3333,0.3333,0.3333
323,Ti1 V4 Cu1,TRUE,TRUE,-46.6244054 eV,1,4,1,0.4892764299999999,0.08154607166666665,0.1667,0.6667,0.1667
324,Ti2 V2 Cu2,TRUE,TRUE,-39.74756314 eV,2,2,2,0.7941780200000066,0.13236300333333442,0.3333,0.3333,0.3333
325,Ti2 V1 Cu1,TRUE,TRUE,-28.00060741 eV,2,1,1,-0.04162816999999963,-0.010407042499999908,0.5,0.25,0.25
326,Ti3 V2 Cu1,TRUE,TRUE,-44.48417878 eV,3,2,1,0.11051287000000043,0.01841881166666674,0.5,0.3333,0.1667
327,Ti1 V2 Cu3,TRUE,TRUE,-35.63447063 eV,1,2,3,0.8543200399999993,0.1423866733333332,0.1667,0.3333,0.5
328,Ti2 V3 Cu1,TRUE,TRUE,-45.47588173 eV,2,3,1,0.3783050100000085,0.06305083500000142,0.3333,0.5,0.1667
329,Ti1 V1 Cu4,TRUE,TRUE,-30.84760756 eV,1,1,4,0.3287375300000015,0.05478958833333358,0.1667,0.1667,0.6667
330,Ti1 V2 Cu3,FALSE,TRUE,-36.16219758 eV,1,2,3,0.3265930900000047,0.05443218166666745,0.1667,0.3333,0.5
331,Ti1 V3 Cu2,TRUE,TRUE,-41.33148377 eV,1,3,2,0.469752480000003,0.0782920800000005,0.1667,0.5,0.3333
332,Ti3 V1 Cu2,TRUE,TRUE,-39.72745542 eV,3,1,2,-0.44520934999999806,-0.07420155833333301,0.5,0.1667,0.3333
333,Ti1 V4 Cu1,TRUE,TRUE,-46.86572282 eV,1,4,1,0.24795900999999843,0.041326501666666404,0.1667,0.6667,0.1667
334,Ti1 V3 Cu2,TRUE,TRUE,-40.62145291 eV,1,3,2,1.1797833399999993,0.19663055666666654,0.1667,0.5,0.3333
335,Ti2 V2 Cu2,TRUE,TRUE,-40.53422332 eV,2,2,2,0.007517840000001108,0.001252973333333518,0.3333,0.3333,0.3333
